,obstacle_positions
14976,"[[0, 140, -2, 138], [11, 163, 9, 161], [4, 116, 2, 114], [1, 55, -1, 53], [9, 262, 7, 260], [7, 108, 5, 106], [1, 103, -1, 101], [1, 5, -1, 3], [12, 257, 10, 255], [14, 57, 12, 55]]"
14977,"[[8, 232, 6, 230], [10, 184, 8, 182], [10, 217, 8, 215], [0, 52, -2, 50], [6, 257, 4, 255], [6, 87, 4, 85], [2, 229, 0, 227]]"
14978,"[[0, 245, -2, 243], [11, 113, 9, 111], [1, 295, -1, 293], [10, 137, 8, 135], [8, 166, 6, 164], [12, 242, 10, 240], [2, 67, 0, 65], [5, 205, 3, 203]]"
14979,"[[2, 81, 0, 79], [4, 15, 2, 13], [1, 252, -1, 250], [5, 218, 3, 216], [6, 53, 4, 51]]"
14980,"[[0, 107, -2, 105], [1, 70, -1, 68], [3, 8, 1, 6], [0, 86, -2, 84], [1, 251, -1, 249], [1, 112, -1, 110], [1, 259, -1, 257], [4, 63, 2, 61], [0, 68, -2, 66], [0, 253, -2, 251]]"
14981,"[[5, 97, 3, 95], [0, 125, -2, 123], [6, 160, 4, 158], [0, 105, -2, 103], [4, 142, 2, 140], [2, 71, 0, 69], [1, 160, -1, 158]]"
14982,"[[0, 257, -2, 255], [1, 15, -1, 13], [7, 56, 5, 54], [5, 14, 3, 12], [4, 213, 2, 211], [6, 229, 4, 227], [0, 252, -2, 250], [2, 29, 0, 27]]"
14983,"[[4, 241, 2, 239], [13, 213, 11, 211], [2, 140, 0, 138], [10, 39, 8, 37]]"
14984,"[[14, 55, 12, 53], [10, 189, 8, 187], [4, 283, 2, 281], [12, 248, 10, 246], [12, 294, 10, 292], [14, 264, 12, 262], [4, 97, 2, 95], [2, 66, 0, 64], [2, 192, 0, 190], [5, 284, 3, 282]]"
14985,"[[10, 174, 8, 172], [13, 98, 11, 96], [13, 296, 11, 294], [14, 237, 12, 235], [15, 71, 13, 69], [7, 249, 5, 247], [15, 13, 13, 11], [6, 178, 4, 176], [16, 40, 14, 38], [8, 199, 6, 197]]"
14986,"[[4, 146, 2, 144]]"
14987,"[[3, 193, 1, 191], [6, 229, 4, 227], [4, 270, 2, 268]]"
14988,"[[11, 145, 9, 143], [12, 51, 10, 49], [18, 192, 16, 190]]"
14989,"[[3, 94, 1, 92], [4, 64, 2, 62], [3, 294, 1, 292], [1, 171, -1, 169], [2, 184, 0, 182], [0, 206, -2, 204], [3, 30, 1, 28], [1, 136, -1, 134], [0, 16, -2, 14]]"
14990,"[[0, 269, -2, 267], [2, 187, 0, 185], [1, 257, -1, 255], [3, 245, 1, 243], [5, 7, 3, 5], [10, 270, 8, 268]]"
14991,"[[2, 87, 0, 85], [3, 219, 1, 217], [0, 37, -2, 35], [0, 124, -2, 122]]"
14992,"[[12, 265, 10, 263], [12, 136, 10, 134], [12, 259, 10, 257], [15, 156, 13, 154], [14, 180, 12, 178], [14, 153, 12, 151]]"
14993,"[[5, 237, 3, 235], [6, 206, 4, 204]]"
14994,"[[10, 248, 8, 246], [12, 181, 10, 179], [6, 271, 4, 269], [5, 285, 3, 283], [5, 131, 3, 129], [9, 148, 7, 146], [12, 186, 10, 184], [1, 157, -1, 155], [11, 76, 9, 74], [8, 58, 6, 56]]"
14995,"[[10, 165, 8, 163], [13, 193, 11, 191], [12, 135, 10, 133], [9, 102, 7, 100], [11, 61, 9, 59]]"
14996,"[[3, 32, 1, 30], [1, 120, -1, 118], [2, 63, 0, 61], [2, 20, 0, 18], [2, 181, 0, 179], [1, 250, -1, 248], [0, 77, -2, 75], [4, 52, 2, 50]]"
14997,"[[1, 71, -1, 69], [4, 56, 2, 54], [4, 170, 2, 168], [4, 198, 2, 196]]"
14998,"[[1, 151, -1, 149], [11, 90, 9, 88], [11, 151, 9, 149], [11, 163, 9, 161], [9, 192, 7, 190]]"
14999,"[[14, 51, 12, 49], [5, 189, 3, 187], [16, 265, 14, 263], [7, 202, 5, 200], [13, 167, 11, 165], [18, 223, 16, 221]]"
15000,"[[10, 106, 8, 104], [9, 179, 7, 177], [13, 4, 11, 2], [9, 47, 7, 45], [10, 184, 8, 182], [7, 228, 5, 226], [4, 101, 2, 99], [2, 136, 0, 134], [11, 213, 9, 211], [7, 36, 5, 34]]"
15001,"[[10, 175, 8, 173], [10, 272, 8, 270], [11, 228, 9, 226], [2, 280, 0, 278], [4, 100, 2, 98]]"
15002,"[[4, 203, 2, 201]]"
15003,"[[0, 260, -2, 258], [15, 143, 13, 141], [4, 4, 2, 2], [4, 224, 2, 222]]"
15004,"[[5, 296, 3, 294], [6, 135, 4, 133], [2, 34, 0, 32], [0, 116, -2, 114], [2, 273, 0, 271], [5, 228, 3, 226]]"
15005,"[[1, 132, -1, 130], [0, 101, -2, 99], [0, 166, -2, 164], [3, 209, 1, 207], [3, 146, 1, 144], [1, 89, -1, 87]]"
15006,"[[6, 33, 4, 31], [11, 32, 9, 30], [16, 219, 14, 217], [1, 34, -1, 32]]"
15007,"[[1, 119, -1, 117], [2, 224, 0, 222], [7, 240, 5, 238]]"
15008,"[[6, 118, 4, 116], [4, 86, 2, 84], [3, 152, 1, 150], [1, 275, -1, 273], [0, 182, -2, 180], [3, 202, 1, 200], [2, 275, 0, 273], [6, 237, 4, 235], [7, 194, 5, 192], [7, 254, 5, 252]]"
15009,"[[9, 229, 7, 227], [1, 172, -1, 170]]"
15010,"[[7, 33, 5, 31], [1, 238, -1, 236], [1, 135, -1, 133], [3, 175, 1, 173]]"
15011,"[[7, 222, 5, 220], [7, 249, 5, 247], [2, 120, 0, 118], [7, 127, 5, 125], [0, 14, -2, 12], [0, 144, -2, 142], [2, 3, 0, 1]]"
15012,"[[10, 119, 8, 117], [4, 267, 2, 265], [11, 51, 9, 49], [9, 284, 7, 282], [2, 25, 0, 23]]"
15013,[]
15014,"[[4, 235, 2, 233], [1, 149, -1, 147], [8, 240, 6, 238], [12, 89, 10, 87], [11, 156, 9, 154], [10, 251, 8, 249], [10, 222, 8, 220], [11, 90, 9, 88], [7, 253, 5, 251]]"
15015,"[[2, 266, 0, 264], [2, 29, 0, 27], [1, 215, -1, 213], [3, 115, 1, 113]]"
15016,"[[12, 106, 10, 104], [7, 24, 5, 22], [11, 163, 9, 161], [9, 13, 7, 11], [4, 158, 2, 156], [7, 280, 5, 278], [6, 99, 4, 97], [5, 176, 3, 174]]"
15017,"[[2, 113, 0, 111], [2, 133, 0, 131], [7, 32, 5, 30], [0, 170, -2, 168], [0, 218, -2, 216]]"
15018,"[[4, 188, 2, 186], [6, 184, 4, 182], [4, 33, 2, 31], [4, 140, 2, 138], [1, 73, -1, 71], [7, 295, 5, 293], [0, 222, -2, 220]]"
15019,"[[6, 150, 4, 148], [6, 229, 4, 227]]"
15020,"[[11, 152, 9, 150], [3, 107, 1, 105], [4, 83, 2, 81]]"
15021,"[[9, 213, 7, 211], [8, 2, 6, 0], [6, 114, 4, 112], [0, 285, -2, 283], [0, 250, -2, 248], [8, 300, 6, 298], [2, 193, 0, 191], [0, 25, -2, 23], [8, 174, 6, 172], [3, 88, 1, 86]]"
15022,"[[2, 279, 0, 277], [6, 43, 4, 41], [2, 7, 0, 5], [8, 113, 6, 111], [0, 19, -2, 17], [5, 207, 3, 205], [5, 292, 3, 290], [6, 270, 4, 268]]"
15023,"[[9, 148, 7, 146], [6, 193, 4, 191], [2, 161, 0, 159], [5, 114, 3, 112]]"
15024,"[[11, 241, 9, 239], [15, 11, 13, 9], [12, 130, 10, 128]]"
15025,"[[3, 82, 1, 80], [3, 195, 1, 193], [2, 256, 0, 254], [2, 186, 0, 184]]"
15026,"[[3, 220, 1, 218], [4, 81, 2, 79], [2, 255, 0, 253], [2, 222, 0, 220], [4, 63, 2, 61], [0, 184, -2, 182], [3, 150, 1, 148], [3, 63, 1, 61], [1, 110, -1, 108], [3, 101, 1, 99]]"
15027,"[[4, 46, 2, 44], [0, 238, -2, 236], [11, 284, 9, 282], [15, 119, 13, 117], [3, 282, 1, 280], [8, 195, 6, 193], [5, 23, 3, 21], [13, 37, 11, 35]]"
15028,"[[13, 29, 11, 27], [3, 167, 1, 165], [1, 29, -1, 27], [6, 34, 4, 32], [0, 28, -2, 26], [17, 274, 15, 272]]"
15029,"[[6, 209, 4, 207], [11, 85, 9, 83], [8, 283, 6, 281], [6, 50, 4, 48], [3, 186, 1, 184], [7, 39, 5, 37], [10, 295, 8, 293], [7, 279, 5, 277], [4, 194, 2, 192]]"
15030,"[[9, 241, 7, 239], [2, 27, 0, 25]]"
15031,"[[17, 109, 15, 107], [5, 12, 3, 10], [7, 274, 5, 272], [11, 50, 9, 48], [14, 150, 12, 148]]"
15032,"[[4, 15, 2, 13], [6, 210, 4, 208], [5, 86, 3, 84]]"
15033,"[[1, 70, -1, 68], [0, 257, -2, 255], [1, 38, -1, 36], [0, 17, -2, 15], [1, 181, -1, 179], [0, 294, -2, 292]]"
15034,"[[5, 21, 3, 19], [2, 113, 0, 111], [3, 289, 1, 287], [2, 235, 0, 233], [3, 142, 1, 140], [4, 117, 2, 115], [1, 160, -1, 158], [0, 111, -2, 109], [1, 296, -1, 294]]"
15035,"[[10, 118, 8, 116], [10, 138, 8, 136], [0, 45, -2, 43], [7, 115, 5, 113], [5, 159, 3, 157], [17, 186, 15, 184], [7, 298, 5, 296]]"
15036,"[[17, 139, 15, 137], [9, 235, 7, 233], [10, 35, 8, 33], [7, 297, 5, 295], [15, 109, 13, 107], [9, 146, 7, 144], [6, 234, 4, 232]]"
15037,"[[2, 257, 0, 255], [2, 191, 0, 189], [0, 7, -2, 5], [2, 72, 0, 70], [0, 214, -2, 212], [1, 291, -1, 289], [1, 44, -1, 42], [2, 138, 0, 136]]"
15038,"[[4, 28, 2, 26], [7, 252, 5, 250], [7, 15, 5, 13]]"
15039,"[[2, 131, 0, 129], [4, 240, 2, 238], [9, 251, 7, 249], [1, 205, -1, 203], [4, 300, 2, 298], [4, 216, 2, 214], [8, 273, 6, 271], [1, 279, -1, 277], [9, 95, 7, 93]]"
15040,"[[9, 227, 7, 225]]"
15041,"[[2, 58, 0, 56], [5, 169, 3, 167], [2, 245, 0, 243], [2, 186, 0, 184], [8, 250, 6, 248], [2, 119, 0, 117], [6, 173, 4, 171]]"
15042,"[[1, 201, -1, 199], [1, 8, -1, 6], [2, 96, 0, 94], [0, 72, -2, 70], [1, 212, -1, 210], [3, 110, 1, 108]]"
15043,"[[16, 245, 14, 243]]"
15044,"[[10, 293, 8, 291], [9, 61, 7, 59]]"
15045,"[[10, 251, 8, 249], [10, 135, 8, 133], [14, 287, 12, 285], [11, 249, 9, 247], [4, 223, 2, 221]]"
15046,"[[3, 87, 1, 85], [1, 153, -1, 151]]"
15047,"[[2, 166, 0, 164], [0, 26, -2, 24], [1, 83, -1, 81], [3, 65, 1, 63], [2, 71, 0, 69], [1, 94, -1, 92], [2, 284, 0, 282]]"
15048,"[[7, 238, 5, 236], [2, 88, 0, 86], [11, 183, 9, 181], [17, 88, 15, 86], [10, 132, 8, 130], [17, 181, 15, 179], [6, 110, 4, 108], [1, 178, -1, 176], [3, 163, 1, 161], [14, 247, 12, 245]]"
15049,"[[4, 150, 2, 148], [1, 180, -1, 178], [1, 199, -1, 197], [1, 258, -1, 256]]"
15050,"[[7, 26, 5, 24], [4, 285, 2, 283], [7, 214, 5, 212], [7, 242, 5, 240], [1, 148, -1, 146]]"
15051,"[[3, 37, 1, 35], [1, 232, -1, 230], [8, 275, 6, 273], [6, 241, 4, 239], [1, 56, -1, 54], [2, 63, 0, 61]]"
15052,"[[6, 143, 4, 141], [10, 296, 8, 294], [13, 136, 11, 134], [10, 250, 8, 248]]"
15053,"[[2, 83, 0, 81], [8, 51, 6, 49]]"
15054,"[[18, 210, 16, 208], [8, 85, 6, 83], [1, 201, -1, 199], [6, 156, 4, 154], [13, 218, 11, 216]]"
15055,"[[0, 100, -2, 98], [3, 125, 1, 123], [2, 47, 0, 45], [1, 290, -1, 288], [0, 110, -2, 108]]"
15056,"[[10, 192, 8, 190], [16, 193, 14, 191], [2, 29, 0, 27], [0, 126, -2, 124], [9, 115, 7, 113], [12, 252, 10, 250], [16, 205, 14, 203]]"
15057,"[[15, 126, 13, 124]]"
15058,"[[5, 180, 3, 178], [4, 37, 2, 35], [1, 260, -1, 258]]"
15059,"[[2, 223, 0, 221], [1, 202, -1, 200]]"
15060,"[[14, 227, 12, 225]]"
15061,"[[8, 295, 6, 293], [14, 241, 12, 239], [15, 236, 13, 234], [12, 292, 10, 290], [11, 139, 9, 137]]"
15062,"[[2, 197, 0, 195], [6, 223, 4, 221], [7, 234, 5, 232], [7, 73, 5, 71], [3, 298, 1, 296], [7, 48, 5, 46], [7, 89, 5, 87], [3, 230, 1, 228]]"
15063,"[[10, 287, 8, 285], [15, 173, 13, 171], [4, 283, 2, 281]]"
15064,"[[14, 182, 12, 180], [15, 290, 13, 288], [12, 280, 10, 278]]"
15065,"[[0, 291, -2, 289], [1, 155, -1, 153], [8, 224, 6, 222], [4, 219, 2, 217], [3, 231, 1, 229], [1, 5, -1, 3], [3, 25, 1, 23], [3, 54, 1, 52]]"
15066,"[[9, 275, 7, 273], [10, 120, 8, 118], [12, 166, 10, 164], [2, 274, 0, 272], [2, 297, 0, 295], [5, 243, 3, 241], [1, 140, -1, 138], [2, 29, 0, 27], [11, 62, 9, 60], [8, 298, 6, 296]]"
15067,"[[3, 72, 1, 70], [0, 48, -2, 46], [0, 148, -2, 146], [0, 96, -2, 94]]"
15068,"[[1, 17, -1, 15], [3, 256, 1, 254], [8, 26, 6, 24], [9, 179, 7, 177]]"
15069,"[[2, 70, 0, 68]]"
15070,"[[9, 253, 7, 251], [4, 101, 2, 99], [1, 242, -1, 240], [4, 298, 2, 296], [12, 203, 10, 201], [7, 135, 5, 133], [13, 117, 11, 115], [9, 252, 7, 250], [0, 298, -2, 296]]"
15071,"[[14, 60, 12, 58], [7, 271, 5, 269], [7, 256, 5, 254], [13, 53, 11, 51], [12, 138, 10, 136]]"
15072,"[[7, 48, 5, 46], [4, 238, 2, 236], [12, 135, 10, 133], [8, 86, 6, 84], [7, 157, 5, 155], [12, 276, 10, 274]]"
15073,"[[19, 118, 17, 116], [3, 42, 1, 40], [10, 258, 8, 256], [0, 267, -2, 265]]"
15074,"[[1, 70, -1, 68], [0, 52, -2, 50], [1, 55, -1, 53], [0, 88, -2, 86]]"
15075,"[[0, 40, -2, 38], [10, 227, 8, 225], [1, 276, -1, 274], [2, 261, 0, 259], [3, 8, 1, 6], [10, 8, 8, 6], [11, 296, 9, 294]]"
15076,"[[4, 180, 2, 178], [11, 143, 9, 141], [8, 86, 6, 84], [7, 19, 5, 17], [2, 230, 0, 228], [13, 153, 11, 151], [1, 237, -1, 235], [6, 63, 4, 61], [7, 109, 5, 107], [15, 4, 13, 2]]"
15077,"[[0, 204, -2, 202], [7, 229, 5, 227], [3, 61, 1, 59]]"
15078,"[[13, 73, 11, 71], [12, 68, 10, 66], [4, 114, 2, 112], [10, 40, 8, 38], [6, 85, 4, 83]]"
15079,"[[9, 193, 7, 191], [3, 52, 1, 50], [1, 81, -1, 79], [4, 232, 2, 230], [6, 299, 4, 297], [6, 40, 4, 38], [4, 252, 2, 250], [8, 245, 6, 243]]"
15080,"[[5, 6, 3, 4], [9, 170, 7, 168], [1, 97, -1, 95], [6, 97, 4, 95], [1, 199, -1, 197]]"
15081,"[[12, 63, 10, 61], [5, 89, 3, 87], [1, 172, -1, 170], [18, 133, 16, 131]]"
15082,"[[0, 129, -2, 127], [3, 98, 1, 96], [0, 213, -2, 211], [5, 70, 3, 68], [5, 266, 3, 264], [6, 52, 4, 50], [4, 134, 2, 132], [7, 187, 5, 185], [3, 59, 1, 57], [5, 14, 3, 12]]"
15083,"[[9, 278, 7, 276], [7, 56, 5, 54], [9, 289, 7, 287], [2, 5, 0, 3], [2, 117, 0, 115], [2, 15, 0, 13], [0, 178, -2, 176], [1, 72, -1, 70], [10, 167, 8, 165]]"
15084,"[[1, 285, -1, 283], [4, 278, 2, 276], [3, 164, 1, 162], [1, 73, -1, 71], [5, 25, 3, 23], [6, 157, 4, 155]]"
15085,"[[10, 25, 8, 23], [2, 243, 0, 241], [6, 239, 4, 237]]"
15086,"[[7, 6, 5, 4], [6, 22, 4, 20], [0, 219, -2, 217], [8, 100, 6, 98], [1, 238, -1, 236], [7, 43, 5, 41], [3, 103, 1, 101]]"
15087,"[[9, 258, 7, 256], [8, 45, 6, 43], [6, 159, 4, 157], [0, 110, -2, 108], [2, 53, 0, 51], [8, 78, 6, 76], [0, 292, -2, 290], [7, 2, 5, 0], [5, 204, 3, 202], [4, 14, 2, 12]]"
15088,"[[0, 111, -2, 109], [7, 70, 5, 68], [3, 264, 1, 262], [5, 271, 3, 269]]"
15089,"[[2, 233, 0, 231], [4, 50, 2, 48], [5, 95, 3, 93], [1, 159, -1, 157], [2, 21, 0, 19]]"
15090,"[[4, 262, 2, 260], [4, 83, 2, 81], [1, 244, -1, 242], [5, 17, 3, 15], [5, 103, 3, 101]]"
15091,"[[1, 124, -1, 122], [5, 109, 3, 107], [4, 269, 2, 267], [3, 8, 1, 6], [5, 140, 3, 138], [0, 58, -2, 56], [3, 61, 1, 59], [1, 96, -1, 94], [1, 284, -1, 282], [4, 118, 2, 116]]"
15092,"[[0, 276, -2, 274], [4, 156, 2, 154], [11, 37, 9, 35], [6, 271, 4, 269], [3, 160, 1, 158]]"
15093,"[[0, 108, -2, 106], [0, 36, -2, 34], [6, 290, 4, 288], [5, 299, 3, 297], [4, 212, 2, 210], [6, 5, 4, 3], [7, 299, 5, 297], [8, 12, 6, 10]]"
15094,"[[8, 56, 6, 54], [4, 123, 2, 121]]"
15095,"[[2, 191, 0, 189], [3, 119, 1, 117], [4, 26, 2, 24], [0, 188, -2, 186], [3, 170, 1, 168], [1, 254, -1, 252], [2, 3, 0, 1], [3, 78, 1, 76]]"
15096,"[[8, 124, 6, 122], [6, 285, 4, 283], [0, 146, -2, 144]]"
15097,"[[1, 75, -1, 73], [3, 236, 1, 234], [0, 87, -2, 85], [6, 125, 4, 123], [2, 165, 0, 163], [2, 218, 0, 216]]"
15098,"[[2, 111, 0, 109], [7, 38, 5, 36], [6, 228, 4, 226], [5, 18, 3, 16], [5, 246, 3, 244], [6, 209, 4, 207], [4, 20, 2, 18], [0, 271, -2, 269]]"
15099,"[[6, 209, 4, 207], [4, 123, 2, 121], [13, 291, 11, 289], [0, 117, -2, 115], [0, 162, -2, 160], [0, 53, -2, 51], [6, 65, 4, 63]]"
15100,"[[4, 263, 2, 261]]"
15101,"[[4, 4, 2, 2], [2, 167, 0, 165], [4, 61, 2, 59], [1, 288, -1, 286], [0, 67, -2, 65]]"
15102,"[[1, 288, -1, 286], [3, 29, 1, 27], [2, 32, 0, 30], [1, 184, -1, 182], [1, 293, -1, 291], [1, 226, -1, 224]]"
15103,"[[8, 185, 6, 183], [8, 50, 6, 48], [3, 191, 1, 189], [13, 156, 11, 154], [9, 103, 7, 101], [8, 149, 6, 147], [4, 212, 2, 210], [7, 289, 5, 287], [10, 150, 8, 148]]"
15104,"[[10, 194, 8, 192]]"
15105,"[[5, 199, 3, 197], [10, 74, 8, 72], [12, 29, 10, 27], [7, 136, 5, 134], [17, 285, 15, 283], [3, 194, 1, 192], [6, 13, 4, 11]]"
15106,"[[19, 167, 17, 165], [14, 108, 12, 106], [19, 152, 17, 150], [12, 147, 10, 145], [5, 26, 3, 24], [12, 62, 10, 60], [2, 201, 0, 199], [14, 207, 12, 205], [12, 106, 10, 104]]"
15107,"[[5, 273, 3, 271], [0, 35, -2, 33], [5, 234, 3, 232], [9, 139, 7, 137], [9, 140, 7, 138], [14, 160, 12, 158]]"
15108,"[[10, 254, 8, 252], [10, 284, 8, 282], [10, 80, 8, 78], [12, 129, 10, 127], [7, 212, 5, 210]]"
15109,[]
15110,"[[1, 147, -1, 145], [16, 223, 14, 221], [6, 122, 4, 120], [13, 108, 11, 106], [13, 157, 11, 155]]"
15111,"[[1, 88, -1, 86], [1, 243, -1, 241], [12, 97, 10, 95], [8, 71, 6, 69], [10, 101, 8, 99], [8, 234, 6, 232], [5, 241, 3, 239]]"
15112,"[[13, 113, 11, 111]]"
15113,"[[6, 292, 4, 290]]"
15114,[]
15115,"[[2, 114, 0, 112], [10, 300, 8, 298], [0, 271, -2, 269], [17, 192, 15, 190], [2, 100, 0, 98], [8, 114, 6, 112]]"
15116,"[[4, 12, 2, 10], [0, 112, -2, 110], [4, 227, 2, 225], [4, 190, 2, 188], [1, 26, -1, 24]]"
15117,"[[7, 227, 5, 225], [6, 148, 4, 146], [4, 271, 2, 269]]"
15118,"[[12, 252, 10, 250], [6, 207, 4, 205], [5, 161, 3, 159], [2, 242, 0, 240], [7, 168, 5, 166], [13, 123, 11, 121], [6, 285, 4, 283], [11, 218, 9, 216]]"
15119,[]
15120,[]
15121,"[[0, 72, -2, 70], [2, 109, 0, 107], [1, 115, -1, 113]]"
15122,"[[0, 170, -2, 168], [5, 224, 3, 222], [0, 193, -2, 191], [3, 174, 1, 172], [9, 59, 7, 57]]"
15123,"[[0, 19, -2, 17], [14, 99, 12, 97], [11, 150, 9, 148], [8, 36, 6, 34], [9, 133, 7, 131], [2, 67, 0, 65], [13, 192, 11, 190], [6, 161, 4, 159]]"
15124,"[[9, 125, 7, 123], [10, 157, 8, 155], [9, 43, 7, 41]]"
15125,"[[9, 22, 7, 20], [5, 5, 3, 3], [3, 229, 1, 227], [5, 273, 3, 271], [0, 191, -2, 189]]"
15126,"[[14, 50, 12, 48], [14, 108, 12, 106], [16, 183, 14, 181], [8, 76, 6, 74], [12, 280, 10, 278], [4, 173, 2, 171], [13, 174, 11, 172]]"
15127,"[[6, 8, 4, 6], [2, 202, 0, 200], [5, 34, 3, 32], [0, 259, -2, 257], [1, 279, -1, 277], [2, 207, 0, 205], [8, 267, 6, 265], [6, 281, 4, 279], [2, 25, 0, 23]]"
15128,"[[3, 277, 1, 275], [1, 273, -1, 271], [3, 255, 1, 253], [2, 116, 0, 114]]"
15129,"[[4, 166, 2, 164], [9, 57, 7, 55]]"
15130,"[[0, 237, -2, 235], [14, 131, 12, 129], [15, 192, 13, 190], [1, 23, -1, 21], [12, 184, 10, 182], [16, 187, 14, 185], [4, 287, 2, 285], [7, 146, 5, 144], [4, 42, 2, 40]]"
15131,[]
15132,"[[2, 11, 0, 9]]"
15133,[]
15134,"[[6, 278, 4, 276], [5, 66, 3, 64], [0, 36, -2, 34], [3, 216, 1, 214], [1, 224, -1, 222], [15, 8, 13, 6], [2, 157, 0, 155], [14, 9, 12, 7]]"
15135,"[[10, 100, 8, 98], [4, 62, 2, 60], [10, 119, 8, 117]]"
15136,"[[6, 249, 4, 247]]"
15137,"[[3, 205, 1, 203], [5, 198, 3, 196], [3, 169, 1, 167], [3, 269, 1, 267]]"
15138,"[[7, 193, 5, 191], [7, 146, 5, 144], [4, 16, 2, 14], [8, 105, 6, 103], [5, 196, 3, 194], [6, 285, 4, 283]]"
15139,[]
15140,"[[19, 27, 17, 25], [3, 207, 1, 205], [14, 93, 12, 91], [18, 69, 16, 67], [8, 79, 6, 77], [16, 219, 14, 217], [15, 59, 13, 57], [3, 114, 1, 112], [13, 279, 11, 277], [1, 46, -1, 44]]"
15141,"[[0, 183, -2, 181]]"
15142,[]
15143,"[[4, 288, 2, 286], [0, 4, -2, 2], [4, 253, 2, 251], [5, 142, 3, 140], [1, 240, -1, 238], [1, 40, -1, 38], [0, 244, -2, 242], [3, 75, 1, 73], [3, 37, 1, 35]]"
15144,"[[5, 231, 3, 229], [8, 112, 6, 110], [0, 156, -2, 154], [5, 228, 3, 226], [2, 289, 0, 287], [3, 245, 1, 243], [7, 249, 5, 247], [5, 176, 3, 174], [8, 105, 6, 103], [6, 99, 4, 97]]"
15145,"[[4, 233, 2, 231], [7, 160, 5, 158], [10, 196, 8, 194], [2, 16, 0, 14], [6, 266, 4, 264], [3, 68, 1, 66], [8, 159, 6, 157], [6, 275, 4, 273], [2, 224, 0, 222]]"
15146,"[[3, 33, 1, 31], [3, 268, 1, 266], [5, 267, 3, 265], [5, 212, 3, 210], [5, 222, 3, 220]]"
15147,"[[11, 40, 9, 38], [4, 164, 2, 162], [12, 3, 10, 1], [8, 203, 6, 201], [6, 290, 4, 288], [18, 97, 16, 95], [8, 29, 6, 27], [3, 210, 1, 208], [11, 167, 9, 165], [1, 19, -1, 17]]"
15148,"[[5, 167, 3, 165], [3, 259, 1, 257], [4, 208, 2, 206]]"
15149,"[[14, 264, 12, 262], [7, 54, 5, 52], [5, 182, 3, 180], [19, 274, 17, 272], [12, 41, 10, 39], [10, 291, 8, 289], [14, 90, 12, 88], [5, 242, 3, 240]]"
15150,"[[7, 208, 5, 206], [8, 160, 6, 158], [10, 132, 8, 130], [9, 240, 7, 238], [3, 265, 1, 263]]"
15151,"[[0, 172, -2, 170], [6, 127, 4, 125]]"
15152,"[[6, 268, 4, 266], [13, 26, 11, 24], [14, 241, 12, 239], [1, 76, -1, 74], [0, 209, -2, 207], [3, 113, 1, 111], [2, 65, 0, 63], [14, 14, 12, 12]]"
15153,"[[11, 30, 9, 28]]"
15154,[]
15155,"[[8, 105, 6, 103], [2, 231, 0, 229], [8, 97, 6, 95]]"
15156,"[[4, 208, 2, 206], [2, 79, 0, 77], [3, 262, 1, 260], [2, 249, 0, 247], [4, 190, 2, 188], [3, 172, 1, 170]]"
15157,"[[9, 214, 7, 212], [6, 115, 4, 113], [7, 67, 5, 65], [1, 83, -1, 81], [2, 189, 0, 187], [0, 123, -2, 121], [6, 45, 4, 43], [1, 102, -1, 100], [1, 85, -1, 83], [2, 109, 0, 107]]"
15158,"[[6, 72, 4, 70], [2, 203, 0, 201], [2, 128, 0, 126]]"
15159,"[[12, 61, 10, 59], [18, 156, 16, 154], [15, 276, 13, 274], [10, 179, 8, 177], [16, 156, 14, 154], [7, 143, 5, 141]]"
15160,[]
15161,"[[1, 198, -1, 196], [0, 85, -2, 83], [2, 41, 0, 39], [1, 80, -1, 78], [0, 214, -2, 212], [1, 13, -1, 11]]"
15162,"[[2, 212, 0, 210], [2, 87, 0, 85], [3, 145, 1, 143]]"
15163,"[[0, 156, -2, 154], [4, 185, 2, 183], [5, 136, 3, 134], [0, 11, -2, 9], [4, 168, 2, 166], [6, 247, 4, 245], [6, 264, 4, 262], [3, 126, 1, 124], [0, 261, -2, 259], [2, 216, 0, 214]]"
15164,[]
15165,[]
15166,"[[1, 48, -1, 46], [3, 75, 1, 73], [1, 170, -1, 168], [4, 264, 2, 262], [4, 222, 2, 220]]"
15167,"[[5, 84, 3, 82], [9, 296, 7, 294], [13, 162, 11, 160], [11, 249, 9, 247], [3, 8, 1, 6], [13, 230, 11, 228], [9, 197, 7, 195]]"
15168,"[[0, 157, -2, 155], [1, 8, -1, 6], [6, 242, 4, 240]]"
15169,"[[16, 248, 14, 246], [17, 145, 15, 143], [17, 147, 15, 145]]"
15170,"[[13, 198, 11, 196], [4, 163, 2, 161], [3, 254, 1, 252]]"
15171,"[[5, 55, 3, 53], [2, 19, 0, 17], [7, 51, 5, 49]]"
15172,"[[3, 160, 1, 158], [9, 287, 7, 285], [16, 299, 14, 297], [3, 76, 1, 74], [11, 95, 9, 93], [6, 299, 4, 297], [5, 196, 3, 194], [1, 178, -1, 176], [6, 241, 4, 239], [8, 258, 6, 256]]"
15173,[]
15174,"[[7, 14, 5, 12], [0, 266, -2, 264]]"
15175,[]
15176,"[[8, 17, 6, 15], [5, 146, 3, 144], [8, 285, 6, 283], [2, 183, 0, 181], [2, 200, 0, 198], [0, 91, -2, 89], [7, 133, 5, 131], [0, 257, -2, 255], [5, 289, 3, 287]]"
